FIPS,State,County,Income Inequality 80th Percentile Income,Income Inequality 20th Percentile Income,Income Inequality Income Ratio,Income Inequality National Z-Score
37149,North Carolina,Polk,120057,25725,4.6669387755,0.1402017261
37151,North Carolina,Randolph,107439,24923,4.3108373791,-0.309201505
37153,North Carolina,Richmond,90764,15827,5.7347570607,1.4877982034
37155,North Carolina,Robeson,85564,14911,5.7383139964,1.4922870889
37157,North Carolina,Rockingham,103518,19836,5.2186932849,0.8365209815
37159,North Carolina,Rowan,110363,25148,4.3885398441,-0.211140281
37161,North Carolina,Rutherford,99703,21717,4.5910116499,0.0443809966
37163,North Carolina,Sampson,99521,21610,4.6053216104,0.0624402981
37165,North Carolina,Scotland,86112,16363,5.2626046568,0.8919375359
37167,North Carolina,Stanly,115954,25838,4.4877312485,-0.085959818
37169,North Carolina,Stokes,102282,26529,3.8554789099,-0.883868073
37171,North Carolina,Surry,106232,20270,5.2408485446,0.8644811226
37173,North Carolina,Swain,112505,20752,5.4214051658,1.0923452358
37175,North Carolina,Transylvania,118775,28406,4.1813349292,-0.472634785
37177,North Carolina,Tyrrell,88440,20500,4.3141463415,-0.305025564
37179,North Carolina,Union,183667,44293,4.1466371661,-0.516423681
37181,North Carolina,Vance,102007,21289,4.7915355348,0.29744398
37183,North Carolina,Wake,186220,41921,4.4421650247,-0.143464811
37185,North Carolina,Warren,93193,18674,4.9905215808,0.5485661965
37187,North Carolina,Washington,84065,13977,6.0145238606,1.8408664729
37189,North Carolina,Watauga,111745,18496,6.0415765571,1.8750072241
37191,North Carolina,Wayne,104524,24223,4.3150724518,-0.303856804
37193,North Carolina,Wilkes,95560,22338,4.2779120781,-0.350753537
37195,North Carolina,Wilson,105775,18768,5.6359228474,1.363068519
37197,North Carolina,Yadkin,111372,25110,4.4353643967,-0.152047266
37199,North Carolina,Yancey,107520,21677,4.9600959542,0.5101687765
38000,North Dakota,,139311,31495,4.4232735355,
38001,North Dakota,Adams,121160,22400,5.4089285714,1.0765996592
38003,North Dakota,Barnes,127068,26360,4.8204855842,0.3339792081
38005,North Dakota,Benson,114679,17686,6.4841682687,2.4335620267
38007,North Dakota,Billings,133281,40000,3.332025,
38009,North Dakota,Bottineau,141040,29671,4.7534629773,0.249396063
38011,North Dakota,Bowman,136571,39074,3.4951886165,-1.33855773
38013,North Dakota,Burke,161250,39643,4.0675529097,-0.616228738
38015,North Dakota,Burleigh,149714,38012,3.9385983374,-0.778970592
38017,North Dakota,Cass,142488,32016,4.4505247376,-0.132914776
38019,North Dakota,Cavalier,140029,31568,4.435789407,-0.151510899
38021,North Dakota,Dickey,129217,27987,4.6170364812,0.0772245727
38023,North Dakota,Divide,168482,42283,3.9846273916,-0.720881503
38025,North Dakota,Dunn,162643,41080,3.9591772152,-0.75299986
38027,North Dakota,Eddy,99767,23963,4.1633768727,-0.495298017
38029,North Dakota,Emmons,115938,22838,5.0765391015,0.6571210972
38031,North Dakota,Foster,126788,27286,4.6466319724,0.1145743542
38033,North Dakota,Golden Valley,145571,36405,3.998654031,-0.703179756
38035,North Dakota,Grand Forks,124745,28092,4.4405880678,-0.145454945
38037,North Dakota,Grant,113056,21042,5.372873301,1.031097577
38039,North Dakota,Griggs,133800,26242,5.0986967457,0.6850842475
38041,North Dakota,Hettinger,119375,20990,5.6872320152,1.4278211598
38043,North Dakota,Kidder,105563,22628,4.6651493725,0.137943483
38045,North Dakota,LaMoure,126708,29807,4.2509477639,-0.384782749
38047,North Dakota,Logan,100917,25500,3.9575294118,-0.755079403
38049,North Dakota,McHenry,135154,28034,4.8210744096,0.3347223112
38051,North Dakota,McIntosh,109778,21545,5.0952889301,0.680783553
38053,North Dakota,McKenzie,162035,40566,3.9943548785,-0.708605326
38055,North Dakota,McLean,139229,38102,3.654112645,-1.137994147
38057,North Dakota,Mercer,144910,33349,4.3452577289,-0.265762707
38059,North Dakota,Morton,143132,39823,3.5942043543,-1.21359896
38061,North Dakota,Mountrail,143574,34059,4.2154496609,-0.429581681
38063,North Dakota,Nelson,115581,23388,4.9418932786,0.4871968328
38065,North Dakota,Oliver,148538,38950,3.8135558408,-0.936775371
38067,North Dakota,Pembina,129725,26738,4.8517091779,0.37338367
38069,North Dakota,Pierce,128559,23722,5.4193997133,1.0898143364
38071,North Dakota,Ramsey,122833,23267,5.2792796665,0.9129815511
38073,North Dakota,Ransom,126107,32851,3.8387568111,-0.904971515
38075,North Dakota,Renville,132571,40907,3.2407900848,-1.659611012
38077,North Dakota,Richland,132343,26090,5.0725565351,0.6520950618
38079,North Dakota,Rolette,112435,17266,6.5119309626,2.4685988012
38081,North Dakota,Sargent,125825,41840,3.007289675,-1.954290673
38083,North Dakota,Sheridan,116000,31778,3.6503241236,-1.142775296
38085,North Dakota,Sioux,88042,13411,6.5649094027,2.5354580789
38087,North Dakota,Slope,133625,31643,4.2228928989,
38089,North Dakota,Stark,137045,33884,4.0445342935,-0.645278443
38091,North Dakota,Steele,149111,28500,5.2319649123,0.853269897
38093,North Dakota,Stutsman,122962,21795,5.6417526956,1.3704258409
38095,North Dakota,Towner,128567,19250,6.6788051948,2.679195614
38097,North Dakota,Traill,140183,34651,4.0455686705,-0.64397305
38099,North Dakota,Walsh,122710,29811,4.1162658079,-0.554752614
38101,North Dakota,Ward,141730,34244,4.1388272398,-0.526279879
38103,North Dakota,Wells,121944,23811,5.1213304775,0.7136482248
38105,North Dakota,Williams,161516,38714,4.1720307899,-0.484376694
39000,Ohio,,130772,28099,4.653973451,
39001,Ohio,Adams,103738,18777,5.524737711,1.2227518564
39003,Ohio,Allen,111772,26677,4.1898264423,-0.461918418
39005,Ohio,Ashland,106961,29957,3.5704843609,-1.243533809
39007,Ohio,Ashtabula,103078,22417,4.5982067181,0.0534612388
39009,Ohio,Athens,104215,17578,5.9287177153,1.7325783299
39011,Ohio,Auglaize,128084,36844,3.4763869287,-1.362285633
39013,Ohio,Belmont,108176,25853,4.1842726183,-0.468927395
39015,Ohio,Brown,118790,23624,5.0283609888,0.5963198768
39017,Ohio,Butler,147370,32793,4.4939468789,-0.078115635
39019,Ohio,Carroll,110265,27633,3.9903376398,-0.713675118
39021,Ohio,Champaign,117563,34477,3.4098964527,-1.446197224
39023,Ohio,Clark,112636,26703,4.2181028349,-0.426233351
39025,Ohio,Clermont,149146,34346,4.3424561812,-0.269298286
39027,Ohio,Clinton,117903,27681,4.2593475669,-0.37418212
39029,Ohio,Columbiana,106270,24432,4.3496234447,-0.260253134
39031,Ohio,Coshocton,100997,21452,4.7080458698,0.1920792565
39033,Ohio,Crawford,102977,25077,4.1064321889,-0.567162731
39035,Ohio,Cuyahoga,125832,23057,5.4574315826,1.1378109045
39037,Ohio,Darke,112691,27704,4.0676797574,-0.616068655
39039,Ohio,Defiance,118036,32199,3.6658281313,-1.123209096
39041,Ohio,Delaware,221260,57070,3.8769931663,-0.856716884
39043,Ohio,Erie,122581,27360,4.4802997076,-0.095338491
39045,Ohio,Fairfield,150078,36023,4.1661716126,-0.49177103
39047,Ohio,Fayette,114103,23843,4.78559745,0.2899500624
39049,Ohio,Franklin,140464,31712,4.4293642785,-0.15961947
39051,Ohio,Fulton,128702,34963,3.6810914395,-1.103946661
39053,Ohio,Gallia,111168,23859,4.6593738212,0.1306546843
39055,Ohio,Geauga,182221,46027,3.9590023247,-0.753220573
39057,Ohio,Greene,157810,34168,4.6186490283,0.0792596219
39059,Ohio,Guernsey,100514,23994,4.189130616,-0.462796557
39061,Ohio,Hamilton,141462,26292,5.3804198996,1.0406214537
39063,Ohio,Hancock,127634,30277,4.2155431516,-0.429463695
39065,Ohio,Hardin,109433,26007,4.2078286615,-0.439199452
39067,Ohio,Harrison,103476,23335,4.4343689736,-0.153303499
39069,Ohio,Henry,122444,33693,3.634107975,-1.163240224
39071,Ohio,Highland,111559,25340,4.4024861878,-0.193539867
39073,Ohio,Hocking,111587,25909,4.3068817785,-0.314193509
39075,Ohio,Holmes,133789,35213,3.7994206685,-0.954614088
39077,Ohio,Huron,112890,29539,3.8217272081,-0.92646303
39079,Ohio,Jackson,105075,23039,4.560744824,0.0061839845
39081,Ohio,Jefferson,104692,21622,4.8419202664,0.3610299737
39083,Ohio,Knox,125885,30372,4.1447715001,-0.518778168
39085,Ohio,Lake,134922,35413,3.8099567955,-0.941317399
39087,Ohio,Lawrence,98195,21056,4.6635163374,0.1358825778
39089,Ohio,Licking,145223,34073,4.2621136971,-0.370691239
39091,Ohio,Logan,124727,34110,3.6566109645,-1.134841245
39093,Ohio,Lorain,131540,27928,4.7099684904,0.1945056213
39095,Ohio,Lucas,116593,22987,5.0721277244,0.6515538987
39097,Ohio,Madison,135196,38487,3.5127705459,-1.316369174
39099,Ohio,Mahoning,110292,22337,4.9376371044,0.4818255018
39101,Ohio,Marion,106998,23450,4.5628144989,0.0087959333
39103,Ohio,Medina,161402,42789,3.772044217,-0.989163421
39105,Ohio,Meigs,98465,19780,4.978008089,0.532774055
39107,Ohio,Mercer,126374,33794,3.7395395632,-1.030184592
39109,Ohio,Miami,133918,33536,3.9932609733,-0.709985844
39111,Ohio,Monroe,104152,25013,4.1639147643,-0.494619193
39113,Ohio,Montgomery,120538,25652,4.6989708405,0.1806264861
39115,Ohio,Morgan,91926,19825,4.6368726356,0.1022579815
39117,Ohio,Morrow,116746,38297,3.0484372144,-1.9023621
39119,Ohio,Muskingum,112324,23363,4.8077729744,0.3179357777
39121,Ohio,Noble,112561,20600,5.4641262136,1.1462595903
39123,Ohio,Ottawa,130139,31994,4.0676064262,-0.6161612
39125,Ohio,Paulding,114148,31152,3.6642270159,-1.125229718
39127,Ohio,Perry,114515,24015,4.7684780346,0.268345203
39129,Ohio,Pickaway,127715,31030,4.1158556236,-0.55527027
39131,Ohio,Pike,106997,18925,5.6537384412,1.3855519619
39133,Ohio,Portage,138380,28292,4.8911353033,0.423139802
39135,Ohio,Preble,122048,31649,3.8562987772,-0.882833393
39137,Ohio,Putnam,134135,40274,3.3305606595,-1.546319723
39139,Ohio,Richland,105403,24694,4.268364785,-0.362802308
39141,Ohio,Ross,109979,24543,4.4810740333,-0.094361285
39143,Ohio,Sandusky,117567,27962,4.2045275731,-0.443365456
39145,Ohio,Scioto,100594,17149,5.8658813925,1.6532783137
39147,Ohio,Seneca,112328,26939,4.1697167675,-0.487297012
39149,Ohio,Shelby,129402,34384,3.7634364821,-1.000026461
39151,Ohio,Stark,119493,27137,4.4033238752,-0.192482698
39153,Ohio,Summit,134819,28142,4.7906687513,0.2963500913
39155,Ohio,Trumbull,103789,22819,4.5483588238,-0.009447261
39157,Ohio,Tuscarawas,115694,27773,4.1657005005,-0.492365578
39159,Ohio,Union,178537,51265,3.4826294743,-1.354407483
39161,Ohio,Van Wert,111956,32319,3.4640923296,-1.377801529
39163,Ohio,Vinton,113054,22600,5.0023893805,0.5635434687
39165,Ohio,Warren,188537,50524,3.7316324915,-1.040163389
39167,Ohio,Washington,110927,24568,4.5151009443,-0.051419011
39169,Ohio,Wayne,121591,32443,3.7478346639,-1.019716099
39171,Ohio,Williams,102925,29375,3.5038297872,-1.327652493
39173,Ohio,Wood,139971,30293,4.6205724095,0.0816869466
39175,Ohio,Wyandot,115533,30468,3.7919456479,-0.964047632
40000,Oklahoma,,121089,26411,4.5847942145,
40001,Oklahoma,Adair,86616,16943,5.1121997285,0.7021251358
40003,Oklahoma,Alfalfa,125474,31036,4.0428534605,-0.64739967
40005,Oklahoma,Atoka,101672,20473,4.9661505397,0.517809719
40007,Oklahoma,Beaver,115519,35015,3.2991289447,-1.585986835
40009,Oklahoma,Beckham,109052,20905,5.2165510643,0.8338174794
40011,Oklahoma,Blaine,116881,27886,4.1913863587,-0.459949789
40013,Oklahoma,Bryan,104945,23570,4.4524819686,-0.130444733
40015,Oklahoma,Caddo,98477,24480,4.022753268,-0.672766297
40017,Oklahoma,Canadian,140653,41845,3.3612856972,-1.507544443
40019,Oklahoma,Carter,114310,25700,4.4478599222,-0.136277798
40021,Oklahoma,Cherokee,102616,21675,4.7343021915,0.2252149753
40023,Oklahoma,Choctaw,92442,15523,5.9551633061,1.7659529081
40025,Oklahoma,Cimarron,119967,22471,5.3387477193,0.9880307796
40027,Oklahoma,Cleveland,132793,32714,4.0592101241,-0.62675741
40029,Oklahoma,Coal,93185,19273,4.8350023349,0.3522994806
40031,Oklahoma,Comanche,112010,24441,4.5828730412,0.0341099978
40033,Oklahoma,Cotton,125209,19152,6.5376461988,2.5010516654
40035,Oklahoma,Craig,88914,23209,3.8310138308,-0.914743227
40037,Oklahoma,Creek,115138,25923,4.4415384022,-0.144255614
40039,Oklahoma,Custer,119679,22117,5.4111769227,1.0794370992
40041,Oklahoma,Delaware,104005,22178,4.6895572189,0.1687464092
40043,Oklahoma,Dewey,120063,29052,4.132693102,-0.534021218
40045,Oklahoma,Ellis,112722,25766,4.3748350539,-0.228435852
40047,Oklahoma,Garfield,119661,27165,4.40496963,-0.19040574
40049,Oklahoma,Garvin,107472,25619,4.1950115149,-0.455374809
40051,Oklahoma,Grady,132929,30022,4.4277196722,-0.161694978
40053,Oklahoma,Grant,113500,25653,4.4244337894,-0.165841792
40055,Oklahoma,Greer,83609,17217,4.8561886508,0.3790368058
40057,Oklahoma,Harmon,119367,21237,5.6207091397,1.3438686803
40059,Oklahoma,Harper,103043,30741,3.3519729352,-1.519297234
40061,Oklahoma,Haskell,94121,20102,4.6821709283,0.1594248427
40063,Oklahoma,Hughes,85768,20086,4.270038833,-0.360689644
40065,Oklahoma,Jackson,114842,26839,4.2789224636,-0.349478421
40067,Oklahoma,Jefferson,95189,17256,5.516284191,1.2120834365
40069,Oklahoma,Johnston,94887,20918,4.5361411225,-0.024866113
40071,Oklahoma,Kay,102343,25034,4.0881601023,-0.590222272
40073,Oklahoma,Kingfisher,125613,30152,4.1659923057,-0.491997317
40075,Oklahoma,Kiowa,90186,20471,4.4055493137,-0.189674174
40077,Oklahoma,Latimer,95068,20582,4.6189874648,0.0796867318
40079,Oklahoma,Le Flore,92188,20646,4.4651748523,-0.114426197
40081,Oklahoma,Lincoln,112894,24299,4.6460348162,0.1138207376
40083,Oklahoma,Logan,156671,33730,4.6448562111,0.1123333271
40085,Oklahoma,Love,107494,28274,3.8018674401,-0.95152624
40087,Oklahoma,McClain,143456,37602,3.8151162172,-0.934806161
40089,Oklahoma,McCurtain,95562,19995,4.7792948237,0.2819960902
40091,Oklahoma,McIntosh,85238,17433,4.8894625136,0.4210287261
40093,Oklahoma,Major,120273,29096,4.1336609843,-0.532799741
40095,Oklahoma,Marshall,105526,21545,4.8979345556,0.4317205208
40097,Oklahoma,Mayes,109553,24776,4.4217387795,-0.16924292
40099,Oklahoma,Murray,111938,26646,4.2009307213,-0.447904716
40101,Oklahoma,Muskogee,100913,22889,4.4087989864,-0.185573057
40103,Oklahoma,Noble,133445,28401,4.6986021619,0.1801612103
40105,Oklahoma,Nowata,104724,22750,4.6032527473,0.0598293739
40107,Oklahoma,Okfuskee,95800,17447,5.4909153436,1.1800677182
40109,Oklahoma,Oklahoma,127144,26851,4.7351681502,0.2263078232
40111,Oklahoma,Okmulgee,100258,22250,4.5059775281,-0.062932846
40113,Oklahoma,Osage,117007,26737,4.3762202192,-0.22668776
40115,Oklahoma,Ottawa,87342,20940,4.1710601719,-0.485601623
40117,Oklahoma,Pawnee,108500,25892,4.190483547,-0.461089146
40119,Oklahoma,Payne,100529,18092,5.556544329,1.2628921002
40121,Oklahoma,Pittsburg,105356,21001,5.0167134898,0.5816206261
40123,Oklahoma,Pontotoc,115798,26076,4.4407884645,-0.145202042
40125,Oklahoma,Pottawatomie,109608,24203,4.5286947899,-0.034263453
40127,Oklahoma,Pushmataha,83586,16349,5.1126062756,0.702638202
40129,Oklahoma,Roger Mills,112171,26913,4.1679114183,-0.489575379
40131,Oklahoma,Rogers,139225,37281,3.7344760065,-1.036574847
40133,Oklahoma,Seminole,87715,17765,4.9375175908,0.4816746746
40135,Oklahoma,Sequoyah,92299,20199,4.5694836378,0.0172124478
40137,Oklahoma,Stephens,109514,24058,4.5520824674,-0.004747989
40139,Oklahoma,Texas,100734,22548,4.4675359234,-0.111446504
40141,Oklahoma,Tillman,88214,19825,4.4496343001,-0.134038516
40143,Oklahoma,Tulsa,131366,28389,4.6273556659,0.0902474785
40145,Oklahoma,Wagoner,134558,36296,3.7072404673,-1.070946348
40147,Oklahoma,Washington,126938,25587,4.9610349005,0.5113537354
40149,Oklahoma,Washita,120545,27507,4.382339041,-0.218965751
40151,Oklahoma,Woods,110295,25095,4.3950986252,-0.202863039
40153,Oklahoma,Woodward,114672,28758,3.9874817442,-0.717279284
41000,Oregon,,148408,32783,4.5269804472,
41001,Oregon,Baker,110919,24021,4.6175846135,0.0779163206
41003,Oregon,Benton,147711,25739,5.7388010412,1.4929017439
41005,Oregon,Clackamas,178895,42960,4.1642225326,-0.494230787
41007,Oregon,Clatsop,126561,31466,4.022150893,-0.6735265
41009,Oregon,Columbia,141398,37675,3.7530988719,-1.01307262
41011,Oregon,Coos,114645,23393,4.9008250331,0.43536833
41013,Oregon,Crook,129745,35680,3.6363508969,-1.160409636
41015,Oregon,Curry,119273,25713,4.6386263758,0.1044712177
41017,Oregon,Deschutes,158989,38142,4.168344607,-0.489028691
41019,Oregon,Douglas,109505,24848,4.4069945267,-0.187850302
41021,Oregon,Gilliam,103875,18588,5.5882827631,1.3029462953
41023,Oregon,Grant,102528,21972,4.6663025669,0.139398825
41025,Oregon,Harney,94550,24859,3.8034514663,-0.949527184
41027,Oregon,Hood River,163372,37817,4.3200676944,-0.297552762
41029,Oregon,Jackson,125784,28532,4.4085237628,-0.185920392
41031,Oregon,Jefferson,127995,28902,4.428586257,-0.16060134
41033,Oregon,Josephine,111447,23873,4.6683282369,0.1419552391
41035,Oregon,Klamath,109541,22178,4.9391739562,0.4837650229
41037,Oregon,Lake,106737,21038,5.0735336059,0.6533281341
41039,Oregon,Lane,123728,27244,4.5414770225,-0.018132158
41041,Oregon,Lincoln,112148,25679,4.3673040227,-0.237940082
41043,Oregon,Linn,121825,31071,3.9208586785,-0.801358205
41045,Oregon,Malheur,99734,19996,4.9876975395,0.5450022305
41047,Oregon,Marion,130973,32330,4.0511289824,-0.636955885
41049,Oregon,Morrow,118000,31355,3.7633551268,-1.000129133
41051,Oregon,Multnomah,166353,34518,4.8193116635,0.3324977093
41053,Oregon,Polk,149435,32625,4.5803831418,0.0309677218
41055,Oregon,Sherman,104306,22632,4.6087840226,0.0668098942
41057,Oregon,Tillamook,114485,28254,4.0519926382,-0.635865944
41059,Oregon,Umatilla,125309,28510,4.3952648194,-0.2026533
41061,Oregon,Union,109984,26178,4.2013904806,-0.447324495
41063,Oregon,Wallowa,116143,30396,3.8209961837,-0.92738559
41065,Oregon,Wasco,120782,26760,4.5135276532,-0.053404518
41067,Oregon,Washington,183264,45089,4.0644946661,-0.62008827
41069,Oregon,Wheeler,87100,24000,3.6291666667,-1.169476201
41071,Oregon,Yamhill,145759,33917,4.2975204175,-0.326007633
42000,Pennsylvania,,144679,30079,4.8099670867,
42001,Pennsylvania,Adams,136305,38224,3.5659533278,-1.249252015
42003,Pennsylvania,Allegheny,148458,29229,5.079133737,0.660395551
42005,Pennsylvania,Armstrong,112478,27992,4.0182194913,-0.678487965
42007,Pennsylvania,Beaver,127098,28252,4.4987257539,-0.072084651
42009,Pennsylvania,Bedford,109605,23658,4.6328937357,0.0972365734
42011,Pennsylvania,Berks,142416,31698,4.4929017604,-0.079434584
42013,Pennsylvania,Blair,115825,25909,4.4704542823,-0.107763508
42015,Pennsylvania,Bradford,119065,27743,4.291713225,-0.333336363
42017,Pennsylvania,Bucks,201574,47327,4.2591755235,-0.374399241
42019,Pennsylvania,Butler,155212,33644,4.6133634526,0.0725891768
42021,Pennsylvania,Cambria,109091,23516,4.6390117367,0.1049575468
42023,Pennsylvania,Cameron,85389,21393,3.9914458,-0.712276609
42025,Pennsylvania,Carbon,121354,29614,4.0978591207,-0.577982022
42027,Pennsylvania,Centre,141670,27194,5.2096050599,0.8250515581
42029,Pennsylvania,Chester,231052,52302,4.4176513326,-0.174401315
42031,Pennsylvania,Clarion,113867,24870,4.5784881383,0.0285762101
42033,Pennsylvania,Clearfield,104757,24625,4.2540913706,-0.380815488
42035,Pennsylvania,Clinton,111582,25130,4.4401910068,-0.145956039
42037,Pennsylvania,Columbia,114883,24177,4.7517475286,0.247231151
42039,Pennsylvania,Crawford,107311,26351,4.0723691701,-0.610150573
42041,Pennsylvania,Cumberland,152549,39026,3.9089068826,-0.816441481
